,filename,part,staff,time_signature,duration,rest_count
331,Elite_Syncopations_-_1902.mscz,part_1,2,2/4,1/16,4
332,Elite_Syncopations_-_1902.mscz,part_1,2,2/4,1/8,14
333,Elite_Syncopations_-_1902.mscz,part_1,2,2/4,1/4,1
334,Elite_Syncopations_EASY_version.mscz,part_1,1,4/4,1/8,30
335,Elite_Syncopations_EASY_version.mscz,part_1,1,4/4,1/4,4
336,Elite_Syncopations_EASY_version.mscz,part_1,2,4/4,1/4,2
337,Elite_Syncopations_EASY_version.mscz,part_1,2,4/4,1,2
338,EUGENIA_Scott_Joplin.mscz,part_1,1,2/4,1/16,6
339,EUGENIA_Scott_Joplin.mscz,part_1,1,2/4,1/8,2
340,EUGENIA_Scott_Joplin.mscz,part_1,1,2/4,1/4,1
341,EUGENIA_Scott_Joplin.mscz,part_1,1,2/4,1/2,1
342,EUGENIA_Scott_Joplin.mscz,part_1,2,2/4,1/8,1
343,EUGENIA_Scott_Joplin.mscz,part_1,2,2/4,1/2,1
344,Everything_Happens_To_Me.mscz,part_1,1,4/4,1/12,27
345,Everything_Happens_To_Me.mscz,part_1,1,4/4,1/8,4
346,Everything_Happens_To_Me.mscz,part_1,1,4/4,1/4,1
347,Everything_Happens_To_Me.mscz,part_1,2,4/4,1/12,2
348,Everything_Happens_To_Me.mscz,part_1,2,4/4,1/8,1
349,Everything_Happens_To_Me.mscz,part_1,2,4/4,1/4,2
350,Feeding_the_Kitty_by_George_Cobb_1919.mscz,part_1,1,2/4,1/16,15
351,Feeding_the_Kitty_by_George_Cobb_1919.mscz,part_1,1,2/4,1/8,27
352,Feeding_the_Kitty_by_George_Cobb_1919.mscz,part_1,1,2/4,1/4,2
353,Feeding_the_Kitty_by_George_Cobb_1919.mscz,part_2,2,2/4,1/8,13
354,Feeding_the_Kitty_by_George_Cobb_1919.mscz,part_2,2,2/4,1/4,1
355,Feeding_the_Kitty_by_George_Cobb_1919.mscz,part_2,2,2/4,1/2,2
356,Fig_Leaf_Rag (1).mscz,part_1,1,2/4,1/8,13
357,Fig_Leaf_Rag (1).mscz,part_1,1,2/4,1/4,11
358,Fig_Leaf_Rag (1).mscz,part_1,2,2/4,1/8,16
359,Fig_leaf_rag.mscz,part_1,1,2/4,1/16,1
360,Fig_leaf_rag.mscz,part_1,1,2/4,1/8,9
361,Fig_leaf_rag.mscz,part_1,1,2/4,1/4,3
362,Fig_leaf_rag.mscz,part_1,1,2/4,1/2,6
363,Flambee_Montalbanaise.mscz,part_1,1,3/4,1/12,2
364,Flambee_Montalbanaise.mscz,part_1,1,3/4,1/8,3
365,Flambee_Montalbanaise.mscz,part_1,1,3/4,1/4,13
366,Four_by_Five.mscz,part_1,1,4/4,1,2
367,Four_by_Five.mscz,part_1,2,4/4,1/4,8
368,Four_by_Five.mscz,part_1,2,4/4,1/2,4
369,Four_by_Five.mscz,part_1,2,4/4,1,16
370,from_marcs_for_dad.mscz,part_1,1,4/4,1/8,10
371,Fur_Elise_LV_7.mscz,part_1,1,4/4,1/64,7
372,Fur_Elise_LV_7.mscz,part_1,1,4/4,1/32,19
373,Fur_Elise_LV_7.mscz,part_1,1,4/4,3/64,2
374,Fur_Elise_LV_7.mscz,part_1,1,4/4,1/16,15
375,Fur_Elise_LV_7.mscz,part_1,1,4/4,1/8,5
376,Fur_Elise_LV_7.mscz,part_1,1,4/4,7/32,1
377,Fur_Elise_LV_7.mscz,part_1,1,4/4,1/2,1
378,Fur_Elise_LV_7.mscz,part_1,2,4/4,1/64,29
379,Fur_Elise_LV_7.mscz,part_1,2,4/4,1/32,30
380,Fur_Elise_LV_7.mscz,part_1,2,4/4,3/64,3
381,Fur_Elise_LV_7.mscz,part_1,2,4/4,1/16,20
382,Fur_Elise_LV_7.mscz,part_1,2,4/4,3/32,1
383,Fur_Elise_LV_7.mscz,part_1,2,4/4,1/8,3
384,Fur_Elise_LV_7.mscz,part_1,2,4/4,1/4,1
385,Fur_Elise_LV_7.mscz,part_1,2,4/4,1,1
386,Gabriele_7_The_entertainer.mscz,part_1,1,4/4,1/8,2
387,Gabriele_7_The_entertainer.mscz,part_1,1,4/4,1/4,4
388,Gabriele_7_The_entertainer.mscz,part_1,1,4/4,1/2,1
389,Gabriele_7_The_entertainer.mscz,part_1,1,4/4,3/4,1
390,Gabriele_7_The_entertainer.mscz,part_1,2,4/4,1/2,5
391,Gabriele_7_The_entertainer.mscz,part_1,2,4/4,1,1
392,Gay_Birds_by_Edward_Claypoole_1924.mscz,part_1,1,2/2,1/8,63
393,Gay_Birds_by_Edward_Claypoole_1924.mscz,part_1,1,2/2,1/4,11
394,Gay_Birds_by_Edward_Claypoole_1924.mscz,part_1,1,2/2,1/2,2
395,Gay_Birds_by_Edward_Claypoole_1924.mscz,part_1,1,2/2,1,4
396,Gay_Birds_by_Edward_Claypoole_1924.mscz,part_1,2,2/2,1/8,7
397,Gay_Birds_by_Edward_Claypoole_1924.mscz,part_1,2,2/2,1/4,4
398,Gay_Birds_by_Edward_Claypoole_1924.mscz,part_1,2,2/2,1/2,3
399,George_Gershwin_-_Summer_Time_-_Piano_Cover_-_Am.mscz,part_1,1,4/4,1/8,7
400,George_Gershwin_-_Summer_Time_-_Piano_Cover_-_Am.mscz,part_1,1,4/4,1/4,30
401,George_Gershwin_-_Summer_Time_-_Piano_Cover_-_Am.mscz,part_1,1,4/4,1/2,5
402,George_Gershwin_-_Summer_Time_-_Piano_Cover_-_Am.mscz,part_1,1,4/4,1,2
403,George_Gershwin_-_Summer_Time_-_Piano_Cover_-_Am.mscz,part_1,2,4/4,1/8,34
404,George_Gershwin_-_Summer_Time_-_Piano_Cover_-_Am.mscz,part_1,2,4/4,1/4,2
405,George_Gershwin_-_Summer_Time_-_Piano_Cover_-_Am.mscz,part_1,2,4/4,1/2,6
406,George_Gershwin_-_Summer_Time_-_Piano_Cover_-_Am.mscz,part_1,2,4/4,1,7
407,Get_Down.mscz,part_1,1,4/4,1/4,1
408,Get_Down.mscz,part_1,1,4/4,1/2,1
409,Get_Down.mscz,part_1,2,4/4,1/8,12
410,Get_Down.mscz,part_1,2,4/4,1/4,3
411,Get_Down.mscz,part_1,2,4/4,1/2,1
412,Ghost_Castle___Louie_Zong (1).mscz,part_1,1,3/4,1/4,2
413,Ghost_Castle___Louie_Zong (1).mscz,part_1,1,3/4,3/4,4
414,Ghost_Castle___Louie_Zong (1).mscz,part_1,2,3/4,1/4,2
415,Ghost_Castle___Louie_Zong (1).mscz,part_1,2,3/4,3/4,2
416,Ghost_Castle___Louie_Zong.mscz,part_1,1,3/4,1/16,4
417,Ghost_Castle___Louie_Zong.mscz,part_1,1,3/4,1/2,1
418,Ghost_Castle___Louie_Zong.mscz,part_1,2,3/4,1/16,1
419,Ghost_Castle___Louie_Zong.mscz,part_1,2,3/4,1/4,1
420,Ghost_Castle___Louie_Zong.mscz,part_1,2,3/4,3/4,2
421,Glen_Oaks_Rag.mscz,part_1,1,2/4,1/8,10
422,Glen_Oaks_Rag.mscz,part_1,2,2/4,1/16,1
423,Glen_Oaks_Rag.mscz,part_1,2,2/4,1/8,10
424,Glen_Oaks_Rag.mscz,part_1,2,2/4,1/4,1
425,Glen_Oaks_Rag.mscz,part_1,2,2/4,1/2,3
426,God_minor_9s_are_awesome.mscz,part_1,1,3/4,1/32,2
427,God_minor_9s_are_awesome.mscz,part_1,1,3/4,1/24,6
428,God_minor_9s_are_awesome.mscz,part_1,1,3/4,1/20,31
429,God_minor_9s_are_awesome.mscz,part_1,1,3/4,1/16,2
430,God_minor_9s_are_awesome.mscz,part_1,1,3/4,1/8,4
431,God_minor_9s_are_awesome.mscz,part_1,1,3/4,3/16,2
432,God_minor_9s_are_awesome.mscz,part_1,1,3/4,1/4,6
433,God_minor_9s_are_awesome.mscz,part_1,1,3/4,3/4,2
434,God_minor_9s_are_awesome.mscz,part_1,1,7/8,1/8,1
435,God_minor_9s_are_awesome.mscz,part_1,2,3/4,1/24,8
436,God_minor_9s_are_awesome.mscz,part_1,2,3/4,1/20,40
437,God_minor_9s_are_awesome.mscz,part_1,2,3/4,1/16,8
438,God_minor_9s_are_awesome.mscz,part_1,2,3/4,1/8,8
439,God_minor_9s_are_awesome.mscz,part_1,2,3/4,1/4,10
440,God_minor_9s_are_awesome.mscz,part_1,2,3/4,1/2,1
441,God_minor_9s_are_awesome.mscz,part_1,2,7/8,1/8,1
442,God_minor_9s_are_awesome.mscz,part_1,2,7/8,1/4,1
443,God_Rest_Ye_Merry_Gentleman.mscz,part_2,2,4/4,1/8,5
444,God_Rest_Ye_Merry_Gentleman.mscz,part_2,2,4/4,1/4,9
445,God_Rest_Ye_Merry_Gentleman.mscz,part_2,2,5/4,1/8,50
446,God_Rest_Ye_Merry_Gentleman.mscz,part_2,2,5/4,1/4,25
447,God_Rest_Ye_Merry_Gentleman.mscz,part_2,3,4/4,1/8,2
448,Grace_and_Beauty_by_James_Scott_1909.mscz,part_1,1,2/4,1/16,12
449,Grace_and_Beauty_by_James_Scott_1909.mscz,part_1,1,2/4,1/8,48
450,Grace_and_Beauty_by_James_Scott_1909.mscz,part_1,1,2/4,1/4,2
451,Grace_and_Beauty_by_James_Scott_1909.mscz,part_1,2,2/4,1/8,18
452,Grace_and_Beauty_by_James_Scott_1909.mscz,part_1,2,2/4,1/4,3
453,Grace_and_Beauty_by_James_Scott_1909.mscz,part_1,2,2/4,1/2,4
454,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,1,4/4,1/16,2
455,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,1,4/4,1/12,3
456,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,1,4/4,1/8,46
457,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,1,4/4,1/4,34
458,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,1,4/4,1/2,11
459,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,1,4/4,1,2
460,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,2,4/4,1/8,3
461,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,2,4/4,1/4,2
462,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,2,4/4,1/2,3
463,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,2,4/4,3/4,1
464,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,2,4/4,1,92
465,Handfull_of_Keys.mscz,part_1,1,4/4,1/16,10
466,Handfull_of_Keys.mscz,part_1,1,4/4,1/8,121
467,Handfull_of_Keys.mscz,part_1,1,4/4,1/6,1
468,Handfull_of_Keys.mscz,part_1,1,4/4,3/16,1
469,Handfull_of_Keys.mscz,part_1,1,4/4,1/4,35
470,Handfull_of_Keys.mscz,part_1,1,4/4,1/2,3
471,Handfull_of_Keys.mscz,part_1,1,4/4,1,2
472,Handfull_of_Keys.mscz,part_2,2,4/4,1/8,11
473,Handfull_of_Keys.mscz,part_2,2,4/4,1/4,12
474,Handfull_of_Keys.mscz,part_2,2,4/4,1/2,5
475,Handfull_of_Keys.mscz,part_2,2,4/4,3/4,1
476,Handfull_of_Keys.mscz,part_2,2,4/4,1,1
477,Handful_of_Keys (1).mscz,part_1,1,4/4,1/16,20
478,Handful_of_Keys (1).mscz,part_1,1,4/4,1/8,10
479,Handful_of_Keys (1).mscz,part_1,1,4/4,3/16,143
480,Handful_of_Keys (1).mscz,part_1,1,4/4,1/4,18
481,Handful_of_Keys (1).mscz,part_1,1,4/4,1,2
482,Handful_of_Keys (1).mscz,part_1,2,4/4,1/16,6
483,Handful_of_Keys (1).mscz,part_1,2,4/4,1/8,8
484,Handful_of_Keys (1).mscz,part_1,2,4/4,3/16,2
485,Handful_of_Keys (1).mscz,part_1,2,4/4,1/4,9
486,Handful_of_Keys (1).mscz,part_1,2,4/4,1/2,5
487,Handful_Of_Keys.mscz,part_1,1,2/2,1/8,14
488,Handful_Of_Keys.mscz,part_1,1,2/2,3/16,3
489,Handful_Of_Keys.mscz,part_1,1,2/2,1/4,8
490,Handful_Of_Keys.mscz,part_1,2,2/2,1/8,2
491,Handful_Of_Keys.mscz,part_1,2,2/2,1/4,4
492,Happy_Birthday (1).mscz,part_1,1,3/4,1/8,2
493,Happy_Birthday (1).mscz,part_1,1,3/4,1/4,2
494,Happy_Birthday (1).mscz,part_1,2,3/4,1/8,2
495,Happy_Birthday (1).mscz,part_1,2,3/4,1/4,1
496,Happy_Birthday (1).mscz,part_1,2,3/4,3/4,1
497,Happy_Birthday (2).mscz,part_1,2,3/4,3/16,1
498,Happy_Birthday (2).mscz,part_1,2,4/4,1/4,1
499,Happy_Birthday.mscz,part_1,1,2/4,1/8,2
500,Happy_Birthday.mscz,part_1,2,2/4,1/4,1
501,Happy_Birthday_to_Julia.mscz,part_1,2,3/4,1/8,1
502,Happy_Birthday_to_Julia.mscz,part_1,2,3/4,1/4,2
503,Happy_Birthday_to_Julia.mscz,part_1,2,3/4,3/4,1
504,Harbour_Village_Minato_Mura_as_improvised_by_Tom_Brier.mscz,part_1,1,2/4,1/16,5
505,Harbour_Village_Minato_Mura_as_improvised_by_Tom_Brier.mscz,part_1,1,2/4,1/8,5
506,Harbour_Village_Minato_Mura_as_improvised_by_Tom_Brier.mscz,part_1,1,2/4,1/4,4
507,Harbour_Village_Minato_Mura_as_improvised_by_Tom_Brier.mscz,part_1,2,2/4,1/16,2
508,Hard_Hearted_Hannah_The_Vamp_of_Savannah_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/16,1
509,Hard_Hearted_Hannah_The_Vamp_of_Savannah_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/8,1
510,Hard_Hearted_Hannah_The_Vamp_of_Savannah_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,3/16,10
511,Hard_Hearted_Hannah_The_Vamp_of_Savannah_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/4,3
512,Hard_Hearted_Hannah_The_Vamp_of_Savannah_Lead_sheet_with_lyrics_.mscz,part_1,1,4/4,1/2,4
513,Hike_to_the_Pike.mscz,part_1,1,2/4,1/16,1
514,Hike_to_the_Pike.mscz,part_1,1,2/4,1/8,21
515,Hike_to_the_Pike.mscz,part_1,1,2/4,1/4,4
516,Hike_to_the_Pike.mscz,part_1,2,2/4,1/8,42
517,Hike_to_the_Pike.mscz,part_1,2,2/4,1/4,10
518,Hike_to_the_Pike.mscz,part_1,2,2/4,1/2,6
519,Hodn_tst_Zdrav.mscz,part_1,1,3/4,1/4,3
520,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_1,1,4/4,1/16,4
521,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_1,1,4/4,1/8,63
522,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_1,1,4/4,1/4,27
523,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_1,1,4/4,1/2,11
524,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_1,1,4/4,1,3
525,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_2,2,4/4,1/16,10
526,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_2,2,4/4,1/8,10
527,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_2,2,4/4,1/4,31
528,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_2,2,4/4,1/2,5
529,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_2,2,4/4,3/4,2
530,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_2,2,4/4,1,4
531,IMPROMPTU__Amazing_Grace_How_Sweet_the_Sound.mscz,part_1,1,3/4,1/8,2
532,IMPROMPTU__Amazing_Grace_How_Sweet_the_Sound.mscz,part_1,1,3/4,1/4,1
533,IMPROMPTU__Amazing_Grace_How_Sweet_the_Sound.mscz,part_1,2,3/4,1/8,3
534,IMPROMPTU__Amazing_Grace_How_Sweet_the_Sound.mscz,part_1,2,3/4,1/4,3
535,IMPROMPTU__Amazing_Grace_How_Sweet_the_Sound.mscz,part_1,2,3/4,3/4,1
536,Improvised_Blues_Piano_Rag.mscz,part_1,1,2/4,1/32,2
537,Improvised_Blues_Piano_Rag.mscz,part_1,1,2/4,3/32,1
538,Improvised_Blues_Piano_Rag.mscz,part_1,2,2/4,1/16,1
539,Improvised_Foxtrot_by_Tom_Brier.mscz,part_1,1,2/4,1/32,1
540,Improvised_Foxtrot_by_Tom_Brier.mscz,part_1,1,2/4,1/16,10
541,Improvised_Foxtrot_by_Tom_Brier.mscz,part_1,1,2/4,1/8,3
542,Improvised_Foxtrot_by_Tom_Brier.mscz,part_1,1,2/4,1/4,1
543,Improvised_Foxtrot_by_Tom_Brier.mscz,part_1,2,2/4,1/16,1
544,Improvised_Foxtrot_by_Tom_Brier.mscz,part_1,2,2/4,1/8,11
545,Improvised_Foxtrot_by_Tom_Brier.mscz,part_1,2,2/4,1/4,8
546,Im_Gonna_Sit_Right_Down_And_Write_Myself_A_Letter.mscz,part_1,1,4/4,1/8,6
547,Im_Gonna_Sit_Right_Down_And_Write_Myself_A_Letter.mscz,part_1,1,4/4,1/4,1
548,Im_Gonna_Sit_Right_Down_And_Write_Myself_A_Letter.mscz,part_1,1,4/4,1/2,2
549,Im_Gonna_Sit_Right_Down_And_Write_Myself_A_Letter.mscz,part_1,2,4/4,1/8,1
550,Inkwell_Hell.mscz,part_1,1,4/4,1/12,2
551,Inkwell_Hell.mscz,part_1,1,4/4,1/8,28
552,Inkwell_Hell.mscz,part_1,1,4/4,1/6,3
553,Inkwell_Hell.mscz,part_1,1,4/4,1/4,2
554,Inkwell_Hell.mscz,part_1,1,4/4,1,3
555,Inkwell_Hell.mscz,part_1,2,4/4,1/4,2
556,Interval_Constructie_werkblad_1.mscz,part_1,1,4/4,1/2,23
557,Interval_Constructie_werkblad_2.mscz,part_1,1,4/4,1/2,23
558,In_The_Bleak_Midwinter_Week_1.mscz,part_1,1,4/4,1/8,6
559,In_the_bleak_midwinter__Gustav_T._Holst_Jazzified.mscz,part_1,1,4/4,1/8,13
560,In_the_bleak_midwinter__Gustav_T._Holst_Jazzified.mscz,part_1,1,4/4,1/4,1
561,In_the_bleak_midwinter__Gustav_T._Holst_Jazzified.mscz,part_1,1,4/4,1/2,2
562,In_the_bleak_midwinter__Gustav_T._Holst_Jazzified.mscz,part_1,2,4/4,1/8,1
563,In_the_bleak_midwinter__Gustav_T._Holst_Jazzified.mscz,part_1,2,4/4,1/4,1
564,In_the_Mood__Joe_Garland.mscz,part_1,1,2/2,1/8,26
565,In_the_Mood__Joe_Garland.mscz,part_1,1,2/2,1/4,47
566,In_the_Mood__Joe_Garland.mscz,part_1,1,2/2,1/2,9
567,In_the_Mood__Joe_Garland.mscz,part_1,2,2/2,1/4,3
568,J.J.J._Rag_by_Joe_Jordan_1905.mscz,part_1,1,2/4,1/16,21
569,J.J.J._Rag_by_Joe_Jordan_1905.mscz,part_1,1,2/4,1/8,2
570,J.J.J._Rag_by_Joe_Jordan_1905.mscz,part_1,1,2/4,1/4,1
571,J.J.J._Rag_by_Joe_Jordan_1905.mscz,part_1,1,2/4,1/2,2
572,J.J.J._Rag_by_Joe_Jordan_1905.mscz,part_1,2,2/4,1/16,2
573,J.J.J._Rag_by_Joe_Jordan_1905.mscz,part_1,2,2/4,1/8,2
574,J.J.J._Rag_by_Joe_Jordan_1905.mscz,part_1,2,2/4,1/4,1
575,Jazzapation_by_Edward_Claypoole_1920.mscz,part_1,1,4/4,1/8,26
576,Jazzapation_by_Edward_Claypoole_1920.mscz,part_1,1,4/4,1/4,6
577,Jazzapation_by_Edward_Claypoole_1920.mscz,part_1,1,4/4,1/2,3
578,Jazzapation_by_Edward_Claypoole_1920.mscz,part_1,2,4/4,1/8,23
579,Jazzapation_by_Edward_Claypoole_1920.mscz,part_1,2,4/4,1/4,17
580,Jazzapation_by_Edward_Claypoole_1920.mscz,part_1,2,4/4,1/2,2
581,Jazzy_Saints.mscz,part_1,1,4/4,1/4,6
582,Jazzy_Saints.mscz,part_1,2,4/4,1/4,10
583,Jazzy_Saints.mscz,part_1,2,4/4,1/2,2
584,Jazzy_Saints.mscz,part_1,2,4/4,1,1
585,Jelly_Roll_Blues_-_Jelly_Roll_Morton_-_transcribed_by_Eric_Kriss.mscz,part_1,1,4/4,1/8,15
586,Jelly_Roll_Blues_-_Jelly_Roll_Morton_-_transcribed_by_Eric_Kriss.mscz,part_1,1,4/4,3/16,2
587,Jelly_Roll_Blues_-_Jelly_Roll_Morton_-_transcribed_by_Eric_Kriss.mscz,part_1,1,4/4,1/4,20
588,Jelly_Roll_Blues_-_Jelly_Roll_Morton_-_transcribed_by_Eric_Kriss.mscz,part_1,1,4/4,1/2,1
589,Jelly_Roll_Blues_-_Jelly_Roll_Morton_-_transcribed_by_Eric_Kriss.mscz,part_1,2,4/4,1/16,4
590,Jelly_Roll_Blues_-_Jelly_Roll_Morton_-_transcribed_by_Eric_Kriss.mscz,part_1,2,4/4,1/8,3
591,Jelly_Roll_Blues_-_Jelly_Roll_Morton_-_transcribed_by_Eric_Kriss.mscz,part_1,2,4/4,1/4,15
592,Jelly_Roll_Blues_-_Jelly_Roll_Morton_-_transcribed_by_Eric_Kriss.mscz,part_1,2,4/4,1/2,5
593,Jinge_Bells_Vive_le_vent_Piano_solo.mscz,part_1,1,4/4,1/8,2
594,Jinge_Bells_Vive_le_vent_Piano_solo.mscz,part_1,1,4/4,3/8,2
595,Jinge_Bells_Vive_le_vent_Piano_solo.mscz,part_1,1,4/4,1/2,2
596,Jinge_Bells_Vive_le_vent_Piano_solo.mscz,part_1,2,4/4,1/8,2
597,Jingle_Bells (1).mscz,part_1,1,2/2,1/16,14
598,Jingle_Bells (1).mscz,part_1,1,2/2,1/8,22
599,Jingle_Bells (1).mscz,part_1,1,2/2,1/4,1
600,Jingle_Bells (1).mscz,part_1,1,2/2,1/2,2
601,Jingle_Bells (1).mscz,part_1,2,2/2,1/16,6
602,Jingle_Bells (1).mscz,part_1,2,2/2,1/8,31
603,Jingle_Bells (1).mscz,part_1,2,2/2,1/4,8
604,Jingle_Bells (1).mscz,part_1,2,2/2,1/2,10
605,Jingle_Bells (1).mscz,part_1,2,2/2,1,3
606,Jingle_Bells.mscz,part_1,1,2/4,1/8,1
607,Jingle_Bells_-_alterations.mscz,part_1,1,4/4,1/4,5
608,Jingle_Bells_-_basic_harmonization.mscz,part_1,1,4/4,1/4,6
609,Jingle_Bells_-_bass_lines.mscz,part_1,1,4/4,1/4,15
610,Jingle_Bells_-_cadences.mscz,part_1,1,4/4,1/4,6
611,Jingle_Bells_-_chorale.mscz,part_1,1,4/4,1/4,6
612,Jingle_Bells_-_extensions.mscz,part_1,1,4/4,1/4,5
613,Jingle_Bells_-_ii-V.mscz,part_1,1,4/4,1/4,6
614,Jingle_Bells_-_inner_voices.mscz,part_1,1,4/4,1/4,5
615,Jingle_Bells_-_introduction.mscz,part_1,1,4/4,1/12,3
616,Jingle_Bells_-_introduction.mscz,part_1,1,4/4,1/8,12
617,Jingle_Bells_-_introduction.mscz,part_1,1,4/4,1/6,3
618,Jingle_Bells_-_introduction.mscz,part_1,1,4/4,1/4,6
619,Jingle_Bells_-_introduction.mscz,part_1,1,4/4,3/8,1
620,Jingle_Bells_-_introduction.mscz,part_1,1,4/4,1/2,7
621,Jingle_Bells_-_introduction.mscz,part_1,2,4/4,1/8,2
622,Jingle_Bells_-_introduction.mscz,part_1,2,4/4,1/2,2
623,Jingle_bells_-_Jazz_Piano.mscz,part_1,1,4/4,1/32,2
624,Jingle_bells_-_Jazz_Piano.mscz,part_1,1,4/4,1/8,67
625,Jingle_bells_-_Jazz_Piano.mscz,part_1,1,4/4,1/4,11
626,Jingle_bells_-_Jazz_Piano.mscz,part_1,1,4/4,1/2,7
627,Jingle_bells_-_Jazz_Piano.mscz,part_1,1,4/4,1,4
628,Jingle_bells_-_Jazz_Piano.mscz,part_1,1,6/4,1/8,3
629,Jingle_bells_-_Jazz_Piano.mscz,part_1,1,6/4,1/4,3
630,Jingle_bells_-_Jazz_Piano.mscz,part_1,1,6/4,1/2,3
631,Jingle_bells_-_Jazz_Piano.mscz,part_1,2,4/4,1/8,26
632,Jingle_bells_-_Jazz_Piano.mscz,part_1,2,4/4,1/6,1
633,Jingle_bells_-_Jazz_Piano.mscz,part_1,2,4/4,1/4,2
634,Jingle_bells_-_Jazz_Piano.mscz,part_1,2,4/4,1/2,3
635,Jingle_bells_-_Jazz_Piano.mscz,part_1,2,4/4,1,5
636,Jingle_bells_-_Jazz_Piano.mscz,part_1,2,6/4,1/4,3
637,Jingle_Bells_-_mix.mscz,part_1,1,4/4,1/4,10
638,Jingle_Bells_-_mix.mscz,part_1,2,4/4,1/4,2
639,Jingle_Bells_-_Other_Idioms.mscz,part_1,1,4/4,1/4,5
640,Jingle_Bells_-_parallel.mscz,part_1,1,4/4,1/4,5
641,Jingle_Bells_-_tonicization.mscz,part_1,1,4/4,1/4,6
642,Jingle_Bells_-_upper_structures.mscz,part_1,1,4/4,1/4,5
643,Jingle_Bells_Harm.mscz,part_1,1,4/4,1/16,1
644,Jingle_Bells_Harm.mscz,part_1,1,4/4,1/4,1
645,Jingle_Bells__Block_Chords.mscz,part_1,1,4/4,1/4,5
646,Jingle_Bells__James_Pierpont (1).mscz,part_1,1,4/4,1/4,6
647,Jingle_Bells__James_Pierpont (1).mscz,part_1,2,4/4,1,32
648,Jingle_Bells__James_Pierpont (2).mscz,part_1,1,4/4,1/8,5
649,Jingle_Bells__James_Pierpont (2).mscz,part_1,1,4/4,1/4,4
650,Jingle_Bells__James_Pierpont (2).mscz,part_1,2,4/4,1,32
651,Jingle_Bells__James_Pierpont.mscz,part_1,1,4/4,1/4,6
652,Jingle_Bells__James_Pierpont.mscz,part_1,2,4/4,1,32
653,Jingle_Bells__Jazz_Piano_Holiday_Final_Arrangement.mscz,part_1,1,4/4,1/12,3
654,Jingle_Bells__Jazz_Piano_Holiday_Final_Arrangement.mscz,part_1,1,4/4,1/8,14
655,Jingle_Bells__Jazz_Piano_Holiday_Final_Arrangement.mscz,part_1,1,4/4,1/6,3
656,Jingle_Bells__Jazz_Piano_Holiday_Final_Arrangement.mscz,part_1,1,4/4,1/4,12
657,Jingle_Bells__Jazz_Piano_Holiday_Final_Arrangement.mscz,part_1,1,4/4,3/8,1
658,Jingle_Bells__Jazz_Piano_Holiday_Final_Arrangement.mscz,part_1,1,4/4,1/2,7
659,Jingle_Bells__Jazz_Piano_Holiday_Final_Arrangement.mscz,part_1,2,4/4,1/8,2
660,Jingle_Bells__Jazz_Piano_Holiday_Final_Arrangement.mscz,part_1,2,4/4,1/4,3
661,Jingle_Bells__Jazz_Piano_Holiday_Final_Arrangement.mscz,part_1,2,4/4,1/2,6
662,Jingle_Bells__Rhythmic_Devices.mscz,part_1,1,4/4,1/12,3
663,Jingle_Bells__Rhythmic_Devices.mscz,part_1,1,4/4,1/8,12
664,Jingle_Bells__Rhythmic_Devices.mscz,part_1,1,4/4,1/6,3
665,Jingle_Bells__Rhythmic_Devices.mscz,part_1,1,4/4,1/4,5
666,Jingle_Bells__Rhythmic_Devices.mscz,part_1,1,4/4,3/8,1
667,Jingle_Bells__Rhythmic_Devices.mscz,part_1,1,4/4,1/2,7
668,Jingle_Bells__Rhythmic_Devices.mscz,part_1,2,4/4,1/8,2
669,Jingle_Bells__Rhythmic_Devices.mscz,part_1,2,4/4,1/2,2
670,Joe_Fraiser__Jeff_Berlin_Joe_Fraiser_Bass_Solo_Transcription.mscz,part_1,1,4/4,1/8,10
